frame_index,source_frame_index,unix_time,perf_time,camera_id,label,detected,instant_detected,status,reason,score,object_score,history_score,history_hits,area,aspect,solidity,extent,motion_support,raw_contours,bbox_x,bbox_y,bbox_w,bbox_h
313,11466,1782484193.357004,383.188202,2,right_2,0,0,motion,no_motion_support,0.001794,0.715278,0.000000,0,1837.50,1.8235,0.8660,0.5579,0.0000,7,910,758,78,42
314,11467,1782484193.390003,383.221153,2,right_2,0,0,motion,no_motion_support,0.001865,0.715278,0.000000,0,1909.37,1.8824,0.8404,0.5616,0.0000,5,910,758,80,42
315,11468,1782484193.423998,383.255134,2,right_2,0,0,motion,no_motion_support,0.001788,0.715278,0.000000,0,1831.25,1.8824,0.8116,0.5386,0.0000,6,910,758,80,42
316,11469,1782484193.457998,383.289181,2,right_2,0,0,motion,no_motion_support,0.001871,0.715278,0.000000,0,1915.62,1.8824,0.8432,0.5634,0.0000,5,910,758,80,42
317,11470,1782484193.492003,383.322698,2,right_2,0,0,motion,no_motion_support,0.001877,0.715278,0.000000,0,1921.87,1.8824,0.8436,0.5653,0.0000,6,910,758,80,42
318,11471,1782484193.522993,383.354420,2,right_2,0,0,motion,no_motion_support,0.001877,0.715278,0.000000,0,1921.87,1.8824,0.8436,0.5653,0.0000,6,910,758,80,42
319,11472,1782484193.556999,383.388067,2,right_2,0,0,motion,no_motion_support,0.001889,0.715278,0.000000,0,1934.37,1.8824,0.8491,0.5689,0.0000,7,910,758,80,42
320,11473,1782484193.591000,383.422092,2,right_2,0,0,motion,no_motion_support,0.001889,0.715278,0.000000,0,1934.37,1.8824,0.8479,0.5689,0.0000,10,910,758,80,42
321,11474,1782484193.622999,383.454236,2,right_2,0,0,motion,no_motion_support,0.001901,0.715278,0.000000,0,1946.87,1.8824,0.8511,0.5726,0.0000,7,910,758,80,42
322,11475,1782484193.658003,383.488899,2,right_2,0,0,motion,no_motion_support,0.001895,0.715278,0.000000,0,1940.62,1.8824,0.8507,0.5708,0.0000,5,910,758,80,42
323,11476,1782484193.690999,383.522529,2,right_2,0,0,motion,no_motion_support,0.001892,0.715278,0.000000,0,1937.50,1.8824,0.8345,0.5699,0.0000,4,910,758,80,42
324,11477,1782484193.722993,383.554421,2,right_2,0,0,motion,no_motion_support,0.001929,0.715278,0.000000,0,1975.00,1.8824,0.8415,0.5809,0.0000,5,910,758,80,42
325,11478,1782484193.757000,383.588311,2,right_2,0,0,motion,no_motion_support,0.017374,0.709167,0.000000,0,17790.62,3.1282,0.6997,0.5983,0.0000,5,910,702,305,98
326,11479,1782484193.791000,383.622376,2,right_2,0,0,motion,no_motion_support,0.018680,0.708889,0.000000,0,19128.12,3.0500,0.7126,0.6272,0.0000,4,910,700,305,100
327,11480,1782484193.823992,383.655309,2,right_2,0,0,motion,no_motion_support,0.019174,0.708611,0.000000,0,19634.37,2.9756,0.7200,0.6280,0.0000,5,910,698,305,102
328,11481,1782484193.856992,383.688372,2,right_2,0,0,motion,no_motion_support,0.019989,0.705000,0.000000,0,20468.75,2.2593,0.6332,0.4971,0.0000,5,910,665,305,135
329,11482,1782484193.890002,383.721030,2,right_2,0,0,motion,no_motion_support,0.021582,0.705000,0.000000,0,22100.00,2.2593,0.6333,0.5367,0.0000,2,910,665,305,135
330,11483,1782484193.924003,383.755018,2,right_2,0,0,motion,no_motion_support,0.022894,0.704444,0.000000,0,23443.75,2.1786,0.6527,0.5490,0.0000,3,910,660,305,140
331,11484,1782484193.958000,383.789380,2,right_2,0,0,motion,no_motion_support,0.257162,0.680000,0.000000,0,263334.37,3.1944,0.6596,0.6361,0.0000,1,65,440,1150,360
332,11485,1782484193.992009,383.822650,2,right_2,0,0,motion,no_motion_support,0.258163,0.680000,0.000000,0,264359.37,3.1944,0.6603,0.6385,0.0000,1,65,440,1150,360
333,11486,1782484194.023992,383.855290,2,right_2,0,0,motion,no_motion_support,0.266132,0.680000,0.000000,0,272518.75,3.1944,0.6817,0.6583,0.0000,1,65,440,1150,360
334,11487,1782484194.056994,383.888050,2,right_2,0,0,motion,no_motion_support,0.273706,0.680000,0.000000,0,280275.00,3.1944,0.7023,0.6770,0.0000,1,65,440,1150,360
335,11488,1782484194.090996,383.921744,2,right_2,0,0,motion,no_motion_support,0.277649,0.680000,0.000000,0,284312.50,3.1944,0.7146,0.6867,0.0000,2,65,440,1150,360
